"id","book_id","date","rating","hash","review_text","capture_date"
241,4761,"2021-07-30",4,"663b7ee8c10cbded392c7424788d3ce953f940a8","I appreciate what Kieron Gillen does in this series with Darth Vader being both incredibly powerful and also beholden to the emperor/empire. There is a dynamic created that allows Vader to move with impunity throughout this world, while also having the threat of consequences from his master looming just close enough for there to be stakes. That's maybe the part that keeps bringing me back (aside from top notch art,) this idea that even for Darth Vader there are stakes and he is answerable to pow I appreciate what Kieron Gillen does in this series with Darth Vader being both incredibly powerful and also beholden to the emperor/empire. There is a dynamic created that allows Vader to move with impunity throughout this world, while also having the threat of consequences from his master looming just close enough for there to be stakes. That's maybe the part that keeps bringing me back (aside from top notch art,) this idea that even for Darth Vader there are stakes and he is answerable to powers larger than himself. While it's not a flawless series, it's totally entertaining, worthwhile, and satisfying.  ...more","2022-01-25"
242,4761,"2021-07-18",4,"5788b84af8e7930337597351eef4b96e56fc96c9",Nice continuation of the story. Putting some more âmeat on the boneâ with the Vader character,"2022-01-25"
243,4761,"2021-01-15",3,"6e98a48d91179a0cb6ad99cc086b9c793fbe1584","The whole plot was a little confusing, but once again this war shows people should not underestimate Lord Vader. Seeing him hold Aiolin as she died was a reminder of his own suffering on Mustafar. âThe pain...will soon passâ Will it?Vader plans to return to Palpatineâs side even after heâs been betrayed time and time again... but first it seems his secret has been discovered. Iâm sure it will be dealt with personally","2022-01-25"
244,4761,"2021-03-22",3,"197bda6e05ac2ab11010b2cc6f26a95fd60c2771","This felt like a filler episode for me, mostly because I'm waiting for Doctor Aphra to return and didn't really care much about Dr. Cryo and his experiments. I did like Queen Trios and Vader having to deal with the murderous droids was mildly amusing.  This felt like a filler episode for me, mostly because I'm waiting for Doctor Aphra to return and didn't really care much about Dr. Cryo and his experiments. I did like Queen Trios and Vader having to deal with the murderous droids was mildly amusing.  ...more","2022-01-25"
245,4761,"2021-01-01",4,"3354c1d58ea37462a566593edeb4652f694fa412",Not as good as the previous volumes (which were awesome) but still fun.,"2022-01-25"
246,4761,"2021-10-03",5,dd64de1967d56faa06a89510f39852b3843f2a11,"Okay, now this went a bit sideways. Forget the Emperor and politicking (more or less). Instead, get thrown into a rivalry on a mining planet that's obsessed with etiquette...[image error]...and watch how Vader deals with the whole mess. Yeah. You can probably guess how well that goes for Vader. And how ... less well for everyone else. One plot point that I haven't really mentioned is the introduction of a small pile of cybernetically enhanced pseudo-Jedi/Sith. They can fight with lightsabers, bu Okay, now this went a bit sideways. Forget the Emperor and politicking (more or less). Instead, get thrown into a rivalry on a mining planet that's obsessed with etiquette...[image error]...and watch how Vader deals with the whole mess. Yeah. You can probably guess how well that goes for Vader. And how ... less well for everyone else. One plot point that I haven't really mentioned is the introduction of a small pile of cybernetically enhanced pseudo-Jedi/Sith. They can fight with lightsabers, but don't really do the force thing. And it's hinted at least that they're potential rivals for Vader's position as Sith apprentice. It's a fascinating parallel, especially given how Vader is as much if not more machine than man... and still a terrifyingly powerful Force user despite/because of it. I'm ... not sure exactly what to think about that. From the prequels, we have midichlorians--an answer to a question that probably shouldn't have been answered about how the force works. And Triple-Zero (in his wonderfully creepy way) is right--it's about blood. Living blood. There's something interesting there. Quite a story. Onwards to the conclusion!Oh right. Triple-Zero remains homicidally delightful.  ...more","2022-01-25"
247,4761,"2021-04-08",4,bccebb8523008159f2abe5e92a2be795cc3cbe57,"Not enough Aphra but I also loved all the very small glimpses into Vader's still not quite functioning humanity. Also the droids in this one are really funny and I loved watching all the droids interact with each other and their opinion on humans. And I really do love this art style, it's stylized but still looks like the characters. Not enough Aphra but I also loved all the very small glimpses into Vader's still not quite functioning humanity. Also the droids in this one are really funny and I loved watching all the droids interact with each other and their opinion on humans. And I really do love this art style, it's stylized but still looks like the characters. ...more","2022-01-25"
248,4761,"2021-09-29",4,"3649bc27535328f56548d7f28044421e5bce7ac6","8 out of 10","2022-01-25"
249,4761,"2021-11-20",3,ea866cd0b353be8cbf72ba290552edef6cba1cc7,"This is a fun book, I especially love seeing Darth's absolute power and political savviness plus the comic relief of the droids 000 and BT-1. At the same time, this collection doesn't seem to really be moving the story further very much, other than a slight advancement of Vader's rivalry with {redacted}. I'll definitely continue reading, but these issues seemed a bit like wasted space, especially after the greatness of Vader Down. This is a fun book, I especially love seeing Darth's absolute power and political savviness plus the comic relief of the droids 000 and BT-1. At the same time, this collection doesn't seem to really be moving the story further very much, other than a slight advancement of Vader's rivalry with {redacted}. I'll definitely continue reading, but these issues seemed a bit like wasted space, especially after the greatness of Vader Down. ...more","2022-01-25"
250,4761,"2021-06-13",4,c3e66c166813c6ccb5819daf234787040c248650,"3.5","2022-01-25"
251,4761,"2021-08-18",3,"210666d57fc73102b1100a3ff7e3955c9426e196","My largest problem with this one is not the skill of the writer, as the story is well told. The murder droids are still funny. Vader is still super intimidating. Thatâs the problem. Vader is perfectly indestructible as we all know how he dies, and heâs also a killing machine, so it feels as if nothing can stop him. So we have to care about the side characters, and now that Aphraâs gone, I donât. Itâs still worth reading, especially as a Star Wars fan, but this is the first time that the $18 pric My largest problem with this one is not the skill of the writer, as the story is well told. The murder droids are still funny. Vader is still super intimidating. Thatâs the problem. Vader is perfectly indestructible as we all know how he dies, and heâs also a killing machine, so it feels as if nothing can stop him. So we have to care about the side characters, and now that Aphraâs gone, I donât. Itâs still worth reading, especially as a Star Wars fan, but this is the first time that the $18 price tag felt steep, as I donât know how re-readable this is. Gillen is good at making this story feel like Anakinâs, not Vaderâs, and thatâs a good thing, as I feel sorry for Anakin. Iâm rooting for Anakin, and that may be the greatest highlight to this book. ...more","2022-01-25"
252,4761,"2021-12-14",2,"204d4916496d10257bbc75c954573fb5e28e4891",This was lame,"2022-01-25"
253,4761,"2021-01-30",3,"2de8bdad8466b8b2492ce1e685b2c1e99a279084","3.5 stars. The war got a little muddied at times with who was on who's side which war a but confusing. An OK arc, but nothing special. With reading if you're following the series, but not a recommended buy. 3.5 stars. The war got a little muddied at times with who was on who's side which war a but confusing. An OK arc, but nothing special. With reading if you're following the series, but not a recommended buy. ...more","2022-01-25"
254,4761,"2021-07-10",4,"3ae8018527b65cbab198eae98c9e3c0c2f00e9c2",Fun. I love the droids. Triple Zero and Beetwo (I believe)...,"2022-01-25"
255,4761,"2021-09-26",4,"8bdcd74aa3b0be0970b06bff40382978a845eb08",My favorite in the quadrology. The mining world feuds were interesting.,"2022-01-25"
256,4761,"2021-02-11",3,"360da57485011c89bdea7108a36da624c15b4685",I never thought Iâd complain about too much murder droids but here we are,"2022-01-25"
257,4761,"2022-01-24",3,c72c794ec889d6f8a9e74ceb5dde843b525e7450,A good one this volume. And thatÂ´s it.,"2022-01-25"
258,4761,"2021-02-10",1,"8e4102b9b3d0a82431deac23c14a947b5272ed4c","A step back compared to previous volumes, a forgettable story with bland characters","2022-01-25"
259,4761,"2021-01-02",3,f3d23eabb8f6e5a81231906f4d289874adf5b4eb,"Aphra y Vader se separan para capturar a Skywalker, pareciera que todo va bien para atraparlo, pero hay demasiadas cartas en juego. Los rebeldes, el imperio y los cazarrecompensas.","2022-01-25"
260,4761,"2021-09-29",2,"8cee31a51876835b8ee5669e2c17cea55eb38b30",MPA ratings: PG for violence,"2022-01-25"
261,4761,"2021-08-28",4,d017a4b117f3bb21dc3bf042124e53ecf35dc65a,Los comics de Darth Vader son una droga dura...,"2022-01-25"
262,4761,"2021-03-07",2.5,"3e878de463f205cd3f9b84a0bbc935a3f5107384",I like the small moments where you can see Anakin shine through Vader. That's all I have to say really. I did enjoy this comic though. Very fun. I like the small moments where you can see Anakin shine through Vader. That's all I have to say really. I did enjoy this comic though. Very fun. ...more,"2022-01-25"
263,4761,"2021-01-01",4,"7c07832ed4b06cee6e1f2a9171917070fc3ef720",I was laughing throughout this whole volume. What snark and wit! And Triple Zero is now officially my favorite character.,"2022-01-25"
264,4761,"2021-08-19",3,"752c6eb686fc1d82fbd8739226508e11bd95c02f",Missing Doc Alphra,"2022-01-25"
265,4761,"2021-06-22",5,"2d966d82d2ced30fc30e4b0a8d48dcaa23927c93",I like the story line and more back story about Vader.,"2022-01-25"
266,4761,"2021-10-02",3,"47228c9db3d809df3159036b5c3c9a3919eb002b",Another fun adventure with Vader doing his thing. If he had his own show then this would have been a pretty good season arc. Special guest stars: homicidal droids.,"2022-01-25"
268,4761,"2021-06-29",4,a5f3e6e11a16c5cfa19a9b33cdfcec92d4e4adf1,Another excellent story line around Vader.,"2022-01-25"
269,4761,"2022-01-02",3,"6f16aadf10071d1dfebfea25c625206f87c13348",*2.5,"2022-01-25"
270,4761,"2021-03-15",5,c84b5f5540b3a3e18e95f817b530bfebd963c4f6,"Genuinely compelling series Itâs hard not to tear thru these; such a great story line! Dark, interesting and very satisfying. Ready for the next...","2022-01-25"
271,8986,"2019-08-20",5,"747230e7329701fd2229406a4b41320f0136c899","Although set after an apocalyptic nuclear war, mankind comes back, only to turn to fighting with each other. Ends on an upbeat note; Ms. Norton believed we can all get along, if we have a common goal.","2022-01-26"
272,8986,"2020-07-28",4,c8bb78cc4c25a5894d1bfac3fee5744c695408ee,"In 1957 or 58, my dear Mom took me to the library in Homewood, AL. I checked out this book, written in 1952, and it changed my life. It's turned me into a lifelong fan of science fiction/fantasy. For most of my life I could not remember its name or the author, but only bits and pieces of its plot, the dystopian, bomb-blasted future, the mutant boy on a quest, his mutant cat sidekick, a ruined city, the tribal state of man, the mutant rat-people, and such. A month ago, I tracked it down and have  In 1957 or 58, my dear Mom took me to the library in Homewood, AL. I checked out this book, written in 1952, and it changed my life. It's turned me into a lifelong fan of science fiction/fantasy. For most of my life I could not remember its name or the author, but only bits and pieces of its plot, the dystopian, bomb-blasted future, the mutant boy on a quest, his mutant cat sidekick, a ruined city, the tribal state of man, the mutant rat-people, and such. A month ago, I tracked it down and have now re-read it. The great thing about YA fiction is that its almost entirely plot-driven. There is no dense fiction, obtuse character development, or page long sentences. I can feel its attraction even at the age of 73. This is one of her early works and she was to become a master of SF. My taste is confirmed. Many of her conventions have become mainstays of the genre. Also, it is seminal in that it questions racial and anti-war issues years before its time.  ...more","2022-01-26"
273,8986,"2020-03-11",2,"3cd05bc364cd131800390c653149106e1be12258",A reasonable adventure through a post-nuclear landscape. It doesn't quite have the skill of Norton's work from the 60s but it is a solid read. A reasonable adventure through a post-nuclear landscape. It doesn't quite have the skill of Norton's work from the 60s but it is a solid read. ...more,"2022-01-26"
274,8986,"2019-10-22",3,"8cc2c43c9e45dbcc04bdd33700836cdb036cc5da",Remember reading this as a youngster and my biggest takeaway was the protagonist's cool relationship with the cat. Remember reading this as a youngster and my biggest takeaway was the protagonist's cool relationship with the cat. ...more,"2022-01-26"
275,8986,"2020-07-07",5,"09ec98cffc357388a9167a36237f6f8a2d8c78f7","Very realistic read, letâs hope the Old Ones war doesnât eventuate. Great read. I would recommend this to anyone.","2022-01-26"
276,8986,"2021-06-21",2,b03849bbaa5839009816e2fa7de3318b6ede87ae,"Two stars seems mean, but the description when I hover over it is ""It was ok"" and that's what this book was, just ok. Not bad, but not that good either. The premise, outcast in a post-apocalyptic world travels on his own, has been done before and I generally like that, but the story didn't do it for me. Maybe it was the overt racial morals it was throwing at the reader or the Cold War era warnings about the dangers and uselessness of war (I think the book was written in 1952). If nothing else, t Two stars seems mean, but the description when I hover over it is ""It was ok"" and that's what this book was, just ok. Not bad, but not that good either. The premise, outcast in a post-apocalyptic world travels on his own, has been done before and I generally like that, but the story didn't do it for me. Maybe it was the overt racial morals it was throwing at the reader or the Cold War era warnings about the dangers and uselessness of war (I think the book was written in 1952). If nothing else, the dialogue was stilted and a little pompous. I get it's two hundred years in the future and so how people talk might change, but if they still use miles as a term of measurement, then why do they say ""bone covering"" when talking about skin? I don't know. And by the end of the book, I didn't care. ...more","2022-01-26"
277,8986,"2019-02-13",2.5,f458036229d8fc54fb3d27359636e20e4eb24bb8,Super read!,"2022-01-26"
278,8986,"2020-10-12",4,"4effd18b8bce1f5f370cf23a0929eb78cfbe8de8","Four stars may be a little high. But I liked the travel aspects of the book. It was also interesting to try and related what they refered to things as to what we would know them as. Andre Norton's writting style is as always a bit ""different"", especially as to how she forms her sentences. It's almost as if English was not her first language, but I assume it was. I was sad to realize there wasn't a sequal to this one, so that says something about it. Four stars may be a little high. But I liked the travel aspects of the book. It was also interesting to try and related what they refered to things as to what we would know them as. Andre Norton's writting style is as always a bit ""different"", especially as to how she forms her sentences. It's almost as if English was not her first language, but I assume it was. I was sad to realize there wasn't a sequal to this one, so that says something about it. ...more","2022-01-26"
